policy_id,source,sdlc_stage,sdlc_confidence,sdlc_secondary_stages,sdlc_rationale,scope,policy_description,reference
ASVS-240,OWASP_ASVS,Implementation,high,,Uniquely identifying users from non-reassignable ID Token claims is an implementation security practice.,"","10.5.2 Verify that the client uniquely identifies the user from ID Token claims using the sub claim which cannot be reassigned to other users.","10.5.2"
ASVS-241,OWASP_ASVS,Implementation,high,,Rejecting authorization server metadata if issuer URL does not exactly match the pre-configured expected issuer URL is an implementation security practice.,"","10.5.3 Verify that the client rejects authorization server metadata if the issuer URL in the metadata does not exactly match the pre-configured issuer URL expected by the client.","10.5.3"
ASVS-242,OWASP_ASVS,Implementation,high,,Validating that the ID Token is intended for the client by checking the aud claim equals the client_id is an implementation practice.,"","10.5.4 Verify that the client validates that the ID Token is intended to be used for that client by checking that the aud claim from the token is equal to the client_id value.","10.5.4"
ASVS-243,OWASP_ASVS,Implementation,high,,Mitigating denial of service and cross-JWT confusion in OIDC back-channel logout is an implementation security practice.,"","10.5.5 Verify that when using OIDC back-channel logout the relying party mitigates denial of service through forced logout and cross-JWT confusion in the logout flow.","10.5.5"
ASVS-244,OWASP_ASVS,Implementation,high,,Restricting OpenID Provider to only allow safe response modes (code/ciba/id_token) is an implementation security practice.,"","10.6.1 Verify that the OpenID Provider only allows values code, ciba, id_token, or id_token code for response mode. The token implicit flow must not be used.","10.6.1"
ASVS-245,OWASP_ASVS,Implementation,high,,Mitigating denial of service through forced logout in the OpenID Provider is an implementation security practice.,"","10.6.2 Verify that the OpenID Provider mitigates denial of service through forced logout by obtaining explicit confirmation from the end-user or validating parameters in the logout request.","10.6.2"
ASVS-246,OWASP_ASVS,Implementation,high,,Ensuring user consent to each authorization request is an implementation security practice.,"","10.7.1 Verify that the authorization server ensures that the user consents to each authorization request.","10.7.1"
ASVS-247,OWASP_ASVS,Implementation,high,,Presenting clear and sufficient consent information to users before authorization is an implementation practice.,"","10.7.2 Verify that when the authorization server prompts for user consent it presents sufficient and clear information about what is being consented to.","10.7.2"
ASVS-248,OWASP_ASVS,Implementation,high,,Allowing users to review modify and revoke consents granted through the authorization server is an implementation practice.,"","10.7.3 Verify that the user can review modify and revoke consents which the user has granted through the authorization server.","10.7.3"
ASVS-249,OWASP_ASVS,Planning,high,"Requirements Analysis",Documenting cryptographic key management policy and lifecycle plan is a planning activity.,"","11.1.1 Verify that there is a documented policy for management of cryptographic keys and a cryptographic key lifecycle that follows a key management standard such as NIST SP800-57.","11.1.1; NISTSP800-57"
ASVS-250,OWASP_ASVS,Maintenance,high,"Implementation",Maintaining a cryptographic inventory including all keys algorithms and certificates and documenting where keys can be used is a maintenance activity.,"","11.1.2 Verify that a cryptographic inventory is performed maintained regularly updated and includes all cryptographic keys algorithms and certificates used by the application.","11.1.2"
ASVS-251,OWASP_ASVS,Maintenance,medium,Implementation,Employing cryptographic discovery mechanisms to identify all instances of cryptography in the system is a maintenance activity.,"","11.1.3 Verify that cryptographic discovery mechanisms are employed to identify all instances of cryptography in the system including encryption hashing and signing operations.","11.1.3"
ASVS-252,OWASP_ASVS,Planning,medium,"Maintenance",Documenting a migration plan to new cryptographic standards including post-quantum cryptography is a planning activity.,"","11.1.4 Verify that a cryptographic inventory is maintained with a documented plan that outlines the migration path to new cryptographic standards such as post-quantum cryptography.","11.1.4"
ASVS-253,OWASP_ASVS,Implementation,high,,Using industry-validated implementations including libraries and hardware-accelerated implementations for cryptographic operations is an implementation practice.,"","11.2.1 Verify that industry-validated implementations including libraries and hardware-accelerated implementations are used for cryptographic operations.","11.2.1"
ASVS-254,OWASP_ASVS,Design,high,"Implementation",Designing the application with crypto agility so that algorithms key lengths and ciphers can be reconfigured or swapped is a design-level decision.,"","11.2.2 Verify that the application is designed with crypto agility such that random number authenticated encryption MAC or hashing algorithms key lengths rounds ciphers and modes can be reconfigured upgraded or swapped.","11.2.2"
ASVS-255,OWASP_ASVS,Implementation,high,,Ensuring all cryptographic primitives utilize a minimum of 128 bits of security is an implementation security practice.,"","11.2.3 Verify that all cryptographic primitives utilize a minimum of 128 bits of security based on the algorithm key size and configuration.","11.2.3"
ASVS-256,OWASP_ASVS,Implementation,high,,Ensuring all cryptographic operations are constant-time to prevent information leakage is an implementation security practice.,"","11.2.4 Verify that all cryptographic operations are constant-time with no short-circuit operations in comparisons calculations or returns.","11.2.4"
ASVS-257,OWASP_ASVS,Implementation,high,,Ensuring all cryptographic modules fail securely without enabling vulnerabilities such as Padding Oracle attacks is an implementation practice.,"","11.2.5 Verify that all cryptographic modules fail securely and errors are handled in a way that does not enable vulnerabilities such as Padding Oracle attacks.","11.2.5"
